ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L1_84,General Terms of Service,"by registering for an account or otherwise using the service , you represent that you are age 13 or older . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_85,General Terms of Service,"crowdtangle may change these terms of service , as described above , notwithstanding any provision to the contrary in any agreement between you and crowdtangle . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_86,General Terms of Service,the arbitrator will be either a retired judge or an attorney licensed to practice law and will be selected by the parties from the aaa 's roster of arbitrators . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_87,General Terms of Service,you may not resell any memories features . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_88,General Terms of Service,the applicable service fees are due and payable and collected by airbnb payments pursuant to the payments terms . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_89,General Terms of Service,"you will not use any robot , spider , crawler , scraper , or other automated means or interface to access the services or extract other user 's information . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_90,General Terms of Service,"failure to provide such proof may lead to , among other things , removal of such content from the service ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_91,General Terms of Service,i/we ( * ) hereby give notice that i/we ( * ) cancel my/our ( * ) contract of sale of the following goods ( * ) / for the provision of the following service ( * ) : ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_92,General Terms of Service,"you and oculus agree that these terms affect interstate commerce and that the enforceability of section 18 shall be governed by , construed and enforced , both substantively and procedurally , by the us federal arbitration act , title 9 ( 1 ) et seq. . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_93,General Terms of Service,the content that may be available to watch will vary by geographic location and will change from time to time . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_94,General Terms of Service,please be advised that this user agreement contains provisions that govern how claims you and we have against each other are resolved ( see disclaimer of warranties ; limitation of liability and legal disputes provisions below ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_95,General Terms of Service,"if tripadvisor provides such interactive areas , you are solely responsible for your use of such interactive areas and use them at your own risk . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_96,General Terms of Service,"by accessing or using the fitbit service , you agree that we can collect and use your information in accordance with the privacy policy . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_97,General Terms of Service,please see our privacy policy to understand the extent to which any affiliate or third party may have access to your account information or content and our commercial terms to understand our relationship with any reseller or payment processor . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_98,General Terms of Service,"this applies whether the content is kept private , shared or transmitted using the service or any third-party application or services integrated with the evernote service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_99,General Terms of Service,"as used in this agreement , references to a determination made in linden lab 's discretion means that the determination will be made by linden lab in accordance with its good faith business judgment . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_100,General Terms of Service,you agree that you will not : ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_101,General Terms of Service,"our services are designed to promote economic opportunity for our members by enabling you and millions of other professionals to meet , exchange ideas , learn , and find opportunities or employees , work , and make decisions in a network of trusted relationships . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_102,General Terms of Service,"we may display age , comfort and content ratings for digital content that are based on information provided to us by the developers of such content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_103,General Terms of Service,"the services are provided `` as is '' , `` as available '' , with all faults and without warranties , representations or conditions of any kind . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_104,General Terms of Service,you will be responsible for all subscription fees incurred for the then current subscription period . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_105,General Terms of Service,vimeo has no obligation to screen or monitor any content and does not guarantee that any content available on the vimeo service complies with this agreement or is suitable for all users . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_106,General Terms of Service,"this includes win trading and any other kind of manipulation of rankings , taking advantage of errors in the service to gain an unfair edge over other players and any other act that intentionally abuses or goes against the design of the service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_107,General Terms of Service,"where we have made settings available , we will honor the choices you make about who can see content or information ( e.g. , message content to your addressees , sharing content only to linkedin connections , restricting your profile visibility from search engines , or opting not to notify others of your linkedin profile update ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_108,General Terms of Service,"upon any such suspension , deactivation , or termination , we may delete or remove your content and other information related to your account . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_109,General Terms of Service,we will get your consent if we want to give third parties the right to publish your posts beyond the service . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_110,General Terms of Service,"other than as expressly authorized in the service , you shall not sell , purchase , redeem or otherwise transfer virtual items or merchandise to any person or entity or attempt any of the aforesaid , including but not limited to supercell , another user or any third party . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_111,General Terms of Service,such hyperlinks are provided for your reference only . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_112,General Terms of Service,2.4 you grant certain content licenses to other users by submitting your content to publicly accessible areas of the service . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
