id,layer,category,text,violation_type,law_statute,label,source_name,source_url,notes,needs_human_review
L1_1967,1,General Terms of Service,"as between you and oculus , to the maximum extent permitted by applicable law , the services are provided on an `` as is '' and `` as available '' , basis , and oculus expressly disclaims all representations , warranties and conditions ( express or implied , oral or written ) , including any implied warranties of merchantability , fitness for a particular purpose and non-infringement . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_90,2,Loan App / Fintech,Deccan Herald's investigation documented an organised loan-app harassment racket where victims -- including people who never actually took out a loan -- were blackmailed using morphed explicit photos flooded to their contact list after money was deposited into their account without consent.,Coercive recovery using morphed images/fabricated debt,IT Act 2000; Bharatiya Nyaya Sanhita provisions on criminal intimidation/defamation,High-risk,Deccan Herald,https://www.deccanherald.com/amp/story/technology%2Finstant-loan-app-harassment-organised-racket-continues-to-prey-on-fear-2909086,Names three specific 2024 cases reported by the paper; corroborate case specifics if citing individually,False
L1_1459,1,General Terms of Service,"supercell reserves the right in its sole discretion to review , monitor , prohibit , edit , delete , disable access to or otherwise make unavailable any user content ( including without limitation your user content ) without notice for any reason or for no reason at any time . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1456,1,General Terms of Service,we provide a policy and process for complaints concerning content posted by our members . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1232,1,General Terms of Service,"the substantive practice area requirements for the arbitrator and the $ 10,000,000 threshold for the number of arbitrators assigned to the dispute set forth in the paragraph above will also apply to any such arbitration under jams or other arbitration service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_43,1,General Terms of Service,"we provide these links only as a convenience and are not responsible for the products , services , or other content that are available from third-party services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1466,1,General Terms of Service,"hosts alone are responsible for identifying , understanding , and complying with all laws , rules and regulations that apply to their listings and host services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_102,3,Gig Contract,Platform reserves the right to deactivate gig worker account immediately without issuing notice or disclosing reasons. Applicable across all digital channels.,Arbitrary deactivation without notice,Karnataka/Rajasthan Gig Worker Acts,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation,False
L1_9,1,General Terms of Service,"a statement by you , made under penalty of perjury , that the above information in your notice is accurate and that you are the copyright owner or are authorized to act on the copyright owner 's behalf . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_814,1,General Terms of Service,"much of the content on our services is produced by users , publishers , and other third parties . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_129,1,General Terms of Service,"host are alone responsible for identifying and obtaining any required licenses , permits , or registrations for any host services they offer . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1366,1,General Terms of Service,"except as otherwise provided , if the licence for a digital product is offered for purchasing in nintendo shopping services by noe , the licence will be registered to your nintendo account after you have submitted the respective order in nintendo shopping services and made the payment to noe . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_898,1,General Terms of Service,"your purchase and use of third-party content may be subject to additional terms , including , but not limited to , third-party end-user agreements , and privacy policies . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1643,1,General Terms of Service,"by using the services , you agree to the terms . ",Unfair Contract Terms,CLAUDETTE Benchmark (Unfair TOS),High-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1401,1,General Terms of Service,informal dispute resolution : we want to address your concerns without needing a formal legal case . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_302,1,General Terms of Service,"• use our services if you are not able to form legally binding contracts ( for example , if you are under 18 years old ) , or are temporarily or indefinitely suspended from using our sites , services , applications or tools ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1623,1,General Terms of Service,authorization to contact you ; recording calls ; analyzing message content ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_2026,1,General Terms of Service,activity materials will not include translation materials . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1100,1,General Terms of Service,you may have other statutory rights . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_420,1,General Terms of Service,"if you breach any of these terms , academia.edu will have the right to suspend or disable your account or terminate these terms , at its sole discretion and without prior notice to you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_70,1,General Terms of Service,how is my account closed ? ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1293,1,General Terms of Service,if for any reason a claim proceeds in court rather than in arbitration we each waive any right to a jury trial . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1695,1,General Terms of Service,"by using the services , you represent and warrant that you have read and understand these warnings and instructions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1908,1,General Terms of Service,"you are responsible for your use of the services and for any content you provide , including compliance with applicable laws , rules , and regulations . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_92,3,Loan App / Fintech,The lending app provides no contact details for a Nodal Grievance Redressal Officer or escalated complaint procedure. Applicable across all digital channels.,Absence of nodal grievance officer,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L1_661,1,General Terms of Service,"`` software '' is the software provided to you by linden lab and/or its suppliers under license in connection with the service , including but not limited to the software for accessing the service and any other communication software , whether facilitating text-based , chat-based , voice , audio or other communication , within or outside of the service , and any application program interfaces ( the `` apis '' ) for use with the service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_496,1,General Terms of Service,"disrupt , overburden , or aid or assist in the disruption or overburdening of any computer or server ( `` server '' ) used to offer or support the service or any supercell game environment . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
